DateTime,AddedIPs,RemovedIPs
1497583208,16,20
1497583502,2048,8192
1497587047,8,17
1497590402,17,9
1497591906,256,256
1497594304,5,5
1497597606,10,10
1497600905,5,9
1497603002,1,1
1497604505,13,14
1497608404,7,6
1497612010,8,5
1497616091,7,9
1497619203,15,14
1497622807,29,9
1497626647,7,7
1497628452,1536,1535
1497630303,10,6
1497630603,0,1
1497632102,256,256
1497632412,0,31232
1497633623,7,17
1497633903,0,1
1497635108,1,0
1497637686,16,14
1497639272,256,256
1497641102,6,11
1497642486,256,256
1497644407,11,3
1497648490,5,19
1497651602,14,35
1497653291,1,0
1497655216,13,11
1497657132,256,256
1497657902,2,0
1497659049,38,7
1497660318,1,0
1497660614,255,256
1497662403,8,10
1497666007,14,8
1497668359,256,256
1497669848,5,41
1497672956,14,7
1497676807,9,7
1497678730,1,1
1497680650,2,15
1497681022,256,256
1497684488,25,6
1497687602,11,17
1497691209,9,4
1497695046,29,3
1497698119,3,9
1497702302,8,6
1497705846,7,6
1497705902,1,0
1497709202,5,6
1497710705,1,0
1497712802,1,2
1497714903,2048,2302
1497715502,0,1
1497716407,3,11
1497718503,256,0
1497719102,3072,75264
1497720250,10,8
1497722022,256,256
1497723903,13,12
1497725703,256,256
1497727213,10,2
1497729131,256,256
1497729303,256,256
1497731048,8,11
1497734887,7,7
1497735917,256,256
1497736513,256,256
1497738903,5,11
1497739686,1,1
1497740281,512,512
1497741608,12,4
1497743805,256,256
1497744003,2,0
1497745202,25,18
1497748803,18,4
1497752402,1,5
1497754202,256,256
1497755732,6,19
1497759313,5,4
1497763207,5,9
1497766544,1,7
1497770702,6,9
1497774007,22,7
1497775534,256,256
1497777318,1,7
1497780940,6,20
1497784803,3,9
1497788702,29,10
1497791711,1,1
1497792303,8,7
1497795610,8,11
1497799447,13,1
1497801368,1536,1536
1497802524,3,8
1497804602,1,1
1497805452,1536,1024
1497806142,5,0
1497808503,256,256
1497810002,3,4
1497811208,256,256
1497812103,256,256
1497813902,7,14
1497815048,256,256
1497815703,256,256
1497817214,5,7
1497819302,256,256
1497820518,9,8
1497824651,5,20
1497825020,1,0
1497828003,22,7
1497828485,0,1
1497831902,20,3
1497835208,5,3
1497835822,0,1
1497838522,6,2
1497840967,256,256
1497842147,1,27
1497846626,6,10
1497849606,5,12
1497853691,20,6
1497855483,256,256
1497856810,2,2
1497858305,1,1
1497860646,1,13
1497864002,12,7
1497867602,8,8
1497871206,9,5
1497873903,2,0
1497874203,0,2
1497875287,5,5
1497878403,4,3
1497882006,6,9
1497883928,1,0
1497884103,1536,1792
1497886089,9,6
1497889203,4,3
1497891303,1,1
1497891611,256,7424
1497892809,7,0
1497897015,256,256
1497898202,1,1
1497898525,256,256
1497900620,1,13
1497903846,3,28
1497904803,0,1
1497905109,1,0
1497907691,3,9
1497911419,1,11
1497914407,18,8
1497917769,29,12
1497921307,1,0
1497921315,7,11
1497925202,15,6
1497928805,8,38
1497932135,1,0
1497932885,35,2
1497936003,6,5
1497939618,6,1
1497943446,7,16
1497946552,3,12
1497947286,1,0
1497949221,2,1
1497950405,28,9
1497953741,1,0
1497954245,6,2
1497954303,0,1
1497956415,0,1
1497957309,1,0
1497957324,2,16
1497959110,1,0
1497961502,22,1
1497964803,2,5
1497966002,0,1
1497966691,1,0
1497968402,2,6
1497970502,1792,1535
1497972303,7,3
1497973204,256,256
1497974103,255,256
1497975607,3,4
1497978009,2304,24064
1497979502,3,8
1497980403,256,256
1497982808,11,16
1497983102,0,1
1497983403,1,0
1497984936,256,256
1497986647,11,12
1497989723,7,6
1497992103,256,256
1497992649,0,1
1497992703,1,0
1497993603,5,7
1497995821,256,255
1497997502,7,6
1497998409,255,256
1497998756,1,0
1497999321,256,256
1498000503,1,0
1498000506,7,9
1498004702,30,2
1498005303,0,1
1498008247,3,8
1498009503,512,511
1498011003,1,0
1498012086,6,9
1498012503,0,1
1498015204,7,20
1498018808,5,6
1498019455,0,1
1498019703,1,0
1498020302,255,256
1498022403,11,4
1498025103,1,0
1498025737,5,7
1498028703,0,1
1498029609,11,4
1498031527,0,904
1498033202,1,2
1498036523,2,8
1498038903,0,1
1498039689,905,0
1498040168,5,11
1498041612,1,0
1498044303,8,8
1498047371,4,4
1498048225,0,1
1498049286,1,0
1498050014,1,1
1498051220,6,1
1498054531,4,5
1498058703,3,13
1498060503,1280,1279
1498062011,14,1
1498063503,256,256
1498064104,256,256
1498064403,12032,36608
1498065320,2,11
1498066088,1,1
1498067102,0,1
1498067703,1,0
1498069503,11,6
1498071303,255,256
1498072807,2,1
1498076402,9,18
1498077602,0,1
1498077905,1,0
1498080003,14,0
1498081503,256,256
1498083902,3,4
1498087209,6,2
1498087503,0,1
1498087820,256,256
1498089903,5,0
1498091045,15,2
1498094403,1,9
1498098003,7,8
1498101311,2,20
1498105202,8,4
1498108810,8,3
1498112143,5,9
1498115103,0,1
1498115706,1,0
1498116003,11,2
1498116902,1,1
1498120226,3,4
1498123213,3,2
1498124704,0,1
1498125304,1,0
1498126521,2,1
1498130704,1,12
1498132086,0,1
1498134016,12,6
1498134303,1,0
1498138089,3,5
1498141503,4,5
1498143615,0,1
1498144813,2,7
1498147211,2304,2303
1498148653,8,9
1498150399,525568,32768
1498152303,2,15
1498156091,5,14
1498157703,512,512
1498159503,16,4
1498161903,2,2
1498162203,0,1
1498162806,16,9
1498164902,256,256
1498166649,9,2
1498167019,256,256
1498169754,4,6
1498170903,256,256
1498172167,256,256
1498173902,3,16
1498174803,512,512
1498176002,2,0
1498176302,256,256
1498177444,42,5
1498179365,256,256
1498180509,3,5
1498184703,8,14
1498188007,10,33
1498191303,5,15
1498195503,3,11
1498198806,4,15
1498200305,1,1
1498202103,14,10
1498206489,18,4
1498207504,1,1
1498209603,271,3
1498213211,4,2
1498217047,12,6
1498220402,1,6
1498223770,1,0
1498224003,1,7
1498227606,4,1
1498230928,4,23
1498233368,1792,1792
1498234803,18,7
1498236903,256,256
1498237215,0,27648
1498239020,7,3
1498242005,3,11
1498244102,512,512
1498245845,9,6
1498246216,256,256
1498247770,256,256
1498248905,1,28
1498251303,256,256
1498252803,17,12
1498256088,10,15
1498256649,4096,0
1498259402,256,256
1498260003,4,6
1498262872,2,0
1498263903,17,7
1498264203,1,1
1498267206,13,6
1498271045,5,14
1498274110,21,20
1498278304,6,9
1498281608,6,3
1498283530,256,256
1498285694,23,3
1498285824,1,0
1498288566,5,13
1498292408,6,4
1498294328,1,1
1498296968,5,4
1498299310,7,21
1498302021,1,1
1498302906,2,12
1498306508,17,4
1498307102,74,11581
1498310115,22,7
1498310645,1,0
1498313722,3,2
1498317902,1,4
1498321206,5,11
1498321829,1,0
1498323301,2048,2048
1498323616,1024,25600
1498325050,9,13
1498327802,512,512
1498328105,12,8
1498329038,1,0
1498332303,10,1
1498335306,3,5
1498339202,7,15
1498339820,0,2
1498340102,2,0
1498342808,4,7
1498344726,256,256
1498345503,0,2
1498346106,2,0
1498346646,4,9
1498349102,0,1
1498349754,33,5
1498351510,0,2
1498351802,2,0
1498353605,6,8
1498357686,5,9
1498361102,6,19
1498366325,3,8
