DateTime,AddedIPs,RemovedIPs
1495935604,99,96
1495945205,151,192
1495950963,134,132
1495958884,76,75
1495964644,95,67
1495974485,99,85
1495978324,54,55
1495982163,52,48
1495986005,63,48
1495991764,91,95
1495995843,95,102
1496003524,63,57
1496007605,60,62
1496009524,51,75
1496017204,95,129
1496021044,40,69
1496026818,114,157
1496030642,119,111
1496038324,147,144
1496044323,96,99
1496048164,56,45
1496053923,52,51
1496060164,79,87
1496064003,59,40
1496069765,92,77
1496075763,110,104
1496083444,53,59
1496089204,112,108
1496096883,82,124
1496102643,111,120
1496110323,111,114
1496116084,170,191
1496121844,71,72
1496125683,88,80
1496129523,63,55
1496133603,87,76
1496141523,84,68
1496147283,49,45
1496153283,102,84
1496159283,112,82
1496165044,63,66
1496170820,98,96
1496176563,54,69
1496180403,101,116
1496186644,52,75
1496192418,109,126
1496198405,75,74
1496202244,72,97
1496204404,123,113
1496210165,132,143
1496215924,59,45
1496219764,43,47
1496225524,49,49
1496229363,94,70
1496235365,58,49
1496237288,56,54
1496241123,60,58
1496247123,114,70
1496250963,66,49
1496254806,58,79
1496260564,109,110
1496266323,66,66
1496271123,100,162
1496276883,108,90
1496280723,163,148
1496290323,182,181
1496296082,78,84
1496299922,98,77
1496301844,52,58
1496305683,64,52
1496309763,65,58
1496315523,112,101
1496321283,69,60
1496323203,71,70
1496327044,61,51
1496332332,59,38
1496334966,54,78
1496339525,124,80
1496345046,96,95
1496353206,57,59
1496358016,87,131
1496364243,104,108
1496372644,71,71
1496376483,169,182
1496382245,73,77
1496384163,78,73
1496389924,62,43
1496394044,56,53
1496396165,64,87
1496403844,92,84
1496411526,47,56
1496415844,101,108
1496419683,64,52
1496423524,79,58
1496429284,115,87
1496438884,83,102
1496444884,85,110
1496452563,106,100
1496460247,123,151
1496463364,91,102
1496469618,73,72
1496472964,112,89
1496478724,56,49
1496482805,84,58
1496489284,97,96
1496497923,100,83
1496505616,117,90
1496509683,71,64
1496517603,86,99
1496521685,46,61
1496525523,53,64
1496529363,51,59
1496531283,50,54
1496538963,100,98
1496544723,157,162
1496550484,92,96
1496556484,124,138
1496564163,87,70
1496571845,86,58
1496575684,94,88
1496585284,105,84
1496589124,54,49
1496594884,52,52
1496596804,70,62
1496604483,105,90
1496608323,40,62
1496612164,56,68
1496616004,81,104
1496623684,122,125
1496631618,85,64
1496635444,71,106
1496639284,145,149
1496645044,73,70
1496648884,67,72
1496654645,98,62
1496664244,87,77
1496668084,64,39
1496673844,102,106
1496683450,103,98
1496689215,109,109
1496696883,109,119
1496704564,36,74
1496706483,124,129
1496712245,42,69
1496718015,150,152
1496725684,169,162
1496733364,125,109
1496737206,57,49
1496741045,59,42
